"Date","Daily_Case_0_24","Daily_Case_25_44","Daily_Case_45_64","Daily_Case_65_plus","Daily_Hospi_0_24","Daily_Hospi_25_44","Daily_Hospi_45_64","Daily_Hospi_65_plus","Total_Daily_Cases","Total_Daily_Hospi"
2021-08-25,526,337,255,101,6,11,9,24,1219,50
2021-08-26,906,580,364,189,9,9,9,17,2039,44
2021-08-27,808,537,313,133,9,14,8,18,1791,49
2021-08-28,964,650,316,129,5,5,7,9,2059,26
2021-08-29,678,407,280,98,1,0,6,5,1463,12
2021-08-30,480,260,192,73,14,6,15,15,1005,50
2021-08-31,715,449,272,95,2,5,6,7,1531,20
2021-09-01,775,478,307,141,4,11,11,25,1701,51
2021-09-02,756,487,329,172,7,2,6,22,1744,37
2021-09-03,632,418,224,134,5,12,15,23,1408,55
2021-09-04,800,481,287,132,6,8,6,6,1700,26
2021-09-05,559,314,186,118,1,6,7,2,1177,16
2021-09-06,542,319,192,89,7,9,20,21,1142,57
2021-09-07,676,437,246,107,5,10,13,14,1466,42
2021-09-08,754,438,253,98,6,12,8,15,1543,41
2021-09-09,621,396,199,75,7,15,3,18,1291,43
2021-09-10,797,442,271,105,9,8,6,9,1615,32
2021-09-11,240,145,77,32,5,4,6,8,494,23
2021-09-12,931,491,276,103,3,6,4,6,1801,19
2021-09-13,727,381,187,85,9,5,12,30,1380,56
2021-09-14,582,300,181,110,1,8,10,18,1173,37
2021-09-15,582,304,219,76,5,6,9,17,1181,37
2021-09-16,710,360,243,98,9,4,7,18,1411,38
2021-09-17,660,382,235,112,9,8,8,17,1389,42
2021-09-18,696,394,251,110,2,9,3,9,1451,23
2021-09-19,625,325,189,85,2,3,3,8,1224,16
2021-09-20,538,348,190,76,4,9,16,32,1152,61
2021-09-21,611,387,258,157,7,9,4,11,1413,31
2021-09-22,667,428,253,83,3,8,9,20,1431,40
2021-09-23,604,397,232,119,4,8,8,14,1352,34
2021-09-24,495,368,209,89,4,7,12,24,1161,47
2021-09-25,576,426,220,110,3,1,4,8,1332,16
2021-09-26,643,427,273,115,3,2,6,4,1458,15
2021-09-27,457,292,216,80,8,13,13,29,1045,63
2021-09-28,589,454,295,157,5,10,8,21,1495,44
2021-09-29,589,417,299,141,7,13,14,19,1446,53
2021-09-30,483,368,273,143,7,6,11,20,1267,44
2021-10-01,386,327,237,111,1,9,12,19,1061,41
2021-10-02,597,491,314,180,1,1,4,4,1582,10
2021-10-03,379,311,250,110,2,2,4,2,1050,10
2021-10-04,337,257,193,105,5,15,18,32,892,70
2021-10-05,396,330,246,152,3,6,9,31,1124,49
2021-10-06,350,266,240,126,3,2,12,17,982,34
2021-10-07,446,333,289,135,6,11,17,30,1203,64
2021-10-08,720,596,426,257,7,16,13,26,1999,62
2021-10-09,692,593,418,233,2,4,5,12,1936,23
2021-10-10,485,381,336,180,4,6,5,9,1382,24
2021-10-11,441,421,347,149,7,8,13,36,1358,64
2021-10-12,495,424,346,200,4,12,18,36,1465,70
2021-10-13,708,670,445,240,1,6,12,21,2063,40
2021-10-14,542,514,375,195,6,13,18,31,1626,68
2021-10-15,667,570,437,238,8,12,10,34,1912,64
2021-10-16,685,681,522,292,2,0,3,5,2180,10
2021-10-17,472,392,327,189,5,7,4,12,1380,28
2021-10-18,531,447,390,207,14,12,17,50,1575,93
2021-10-19,828,712,532,325,6,14,22,30,2397,72
2021-10-20,713,655,517,254,6,9,11,23,2139,49
2021-10-21,682,641,461,241,6,6,9,27,2025,48
2021-10-22,872,742,555,290,3,10,7,19,2459,39
2021-10-23,842,765,543,274,3,9,5,12,2424,29
2021-10-24,566,502,446,209,2,7,5,7,1723,21
2021-10-25,608,526,473,237,3,6,7,13,1844,29
2021-10-26,760,650,528,250,4,8,13,34,2188,59
2021-10-27,533,473,414,206,7,15,21,33,1626,76
2021-10-28,833,796,661,310,6,10,10,28,2600,54
2021-10-29,829,865,564,290,2,10,15,38,2548,65
2021-10-30,893,1005,730,331,2,6,3,7,2959,18
2021-10-31,654,676,452,176,4,10,12,30,1958,56
2021-11-01,989,961,619,282,4,15,12,43,2851,74
2021-11-02,1278,1223,843,376,3,9,5,14,3720,31
2021-11-03,384,450,305,120,3,15,18,43,1259,79
2021-11-04,1486,1417,1035,413,6,11,15,32,4351,64
2021-11-05,1645,1488,992,384,6,20,28,27,4509,81
2021-11-06,1888,1697,1214,457,7,11,12,18,5256,48
2021-11-07,1120,965,668,281,7,3,13,7,3034,30
2021-11-08,1419,1159,873,275,14,8,13,28,3726,63
2021-11-09,1344,1109,804,312,5,13,28,44,3569,90
2021-11-10,1053,909,735,274,6,14,14,39,2971,73
2021-11-11,1350,1118,852,352,5,24,31,34,3672,94
2021-11-12,1977,1806,1199,494,8,11,11,31,5476,61
2021-11-13,1669,1541,1058,367,4,8,13,14,4635,39
2021-11-14,1331,1284,883,303,2,9,12,16,3801,39
2021-11-15,1694,1485,1048,342,16,20,29,38,4569,103
2021-11-16,1586,1408,1015,389,8,15,20,31,4398,74
2021-11-17,1355,1154,803,318,9,13,20,29,3630,71
2021-11-18,1730,1491,1019,405,5,12,23,20,4645,60
2021-11-19,1221,1017,669,229,2,12,19,26,3136,59
2021-11-20,2135,1991,1350,477,3,7,6,11,5953,27
2021-11-21,1600,1366,931,279,5,11,13,20,4176,49
2021-11-22,2139,1903,1203,427,6,20,15,24,5672,65
2021-11-23,1335,1257,838,299,7,15,14,22,3729,58
2021-11-24,1622,1281,859,283,3,8,16,22,4045,49
2021-11-25,1947,1491,1086,350,10,11,19,21,4874,61
2021-11-26,1972,1507,972,310,10,17,12,23,4761,62
2021-11-27,1935,1628,1025,316,11,3,11,11,4904,36
2021-11-28,1545,1309,775,241,1,1,7,7,3870,16
2021-11-29,1902,1453,999,299,8,9,9,22,4653,48
2021-11-30,2207,1839,1160,333,6,10,21,21,5539,58
2021-12-01,1561,1307,877,215,13,8,17,30,3960,68
2021-12-02,1723,1412,904,252,9,14,21,29,4291,73
2021-12-03,2416,1803,1077,308,7,17,18,22,5604,64
2021-12-04,2329,1982,1205,266,5,7,11,6,5782,29
2021-12-05,2053,1839,1099,252,3,6,4,8,5243,21
2021-12-06,1186,1066,629,136,10,17,25,28,3017,80
2021-12-07,2220,1893,1249,269,13,24,16,13,5631,66
2021-12-08,1697,1508,920,170,6,12,17,19,4295,54
2021-12-09,1636,1506,829,176,4,16,16,10,4147,46
2021-12-10,1551,1674,840,175,9,10,15,15,4240,49
2021-12-11,1542,1572,851,161,3,8,9,7,4126,27
2021-12-12,1844,1760,948,185,4,4,8,6,4737,22
2021-12-13,1862,1663,1011,201,11,13,17,28,4737,69
2021-12-14,1501,1477,775,196,7,20,23,21,3949,71
2021-12-15,1603,1695,924,167,6,14,9,11,4389,40
2021-12-16,1558,1764,822,165,13,19,12,17,4309,61
2021-12-17,1367,1652,699,123,9,22,15,21,3841,67
2021-12-18,2532,3232,1464,252,7,10,10,15,7480,42
2021-12-19,1876,2185,1008,179,2,5,9,5,5248,21
2021-12-20,1823,1980,929,170,7,10,9,13,4902,39
2021-12-21,2035,2202,1053,173,11,20,17,27,5463,75
2021-12-22,1782,2206,925,200,9,23,18,9,5113,59
2021-12-23,2111,2674,1005,159,11,17,14,22,5949,64
2021-12-24,3355,4495,1603,270,11,23,5,14,9723,53
2021-12-25,3123,4338,1422,240,1,4,1,1,9123,7
2021-12-26,1142,1403,548,73,0,0,2,1,3166,3
2021-12-27,294,459,140,25,5,5,6,5,918,21
2021-12-28,2125,2608,952,159,5,11,5,6,5844,27
2021-12-29,4065,4857,1974,311,10,15,16,21,11207,62
2021-12-30,4920,5397,2480,415,19,22,22,41,13212,104
2021-12-31,5030,5499,2681,481,31,48,26,37,13691,142
2022-01-01,5399,6095,2978,617,23,43,17,31,15089,114
2022-01-02,3919,4440,2182,403,8,17,25,24,10944,74
2022-01-03,3962,4414,2171,456,26,44,31,32,11003,133
2022-01-04,3955,4706,2262,491,14,17,13,25,11414,69
2022-01-05,4932,6111,3047,675,17,26,15,30,14765,88
2022-01-06,4769,5594,2654,586,15,32,20,24,13603,91
2022-01-07,6144,7208,3604,860,15,20,15,24,17816,74
2022-01-08,5470,6356,3236,810,16,27,26,28,15872,97
2022-01-09,4270,4698,2431,622,18,37,18,23,12021,96
2022-01-10,3516,3872,2037,529,43,46,39,91,9954,219
2022-01-11,4252,4868,2674,712,37,56,28,74,12506,195
2022-01-12,5982,6734,3742,949,19,30,20,49,17407,118
2022-01-13,5714,6344,3322,764,17,22,13,39,16144,91
2022-01-14,3819,4132,2334,550,7,19,14,33,10835,73
2022-01-15,5487,6317,3246,776,16,23,13,21,15826,73
2022-01-16,3424,3647,2115,498,4,10,5,7,9684,26
2022-01-17,3311,3363,1921,450,16,17,4,21,9045,58
2022-01-18,3515,3704,1980,512,8,17,6,31,9711,62
2022-01-19,5942,5891,3294,902,32,41,25,51,16029,149
2022-01-20,6283,6116,3540,998,21,16,29,44,16937,110
2022-01-21,6713,6290,3778,1087,33,36,24,65,17868,158
2022-01-22,6976,6581,3927,1134,16,18,19,49,18618,102
2022-01-23,4651,4080,2486,759,14,15,22,61,11976,112
2022-01-24,4441,3819,2207,748,24,28,24,77,11215,153
2022-01-25,6856,5944,3359,1127,33,32,33,98,17286,196
2022-01-26,8055,6810,3979,1239,42,44,53,105,20083,244
2022-01-27,7378,6909,4218,1341,41,49,53,120,19846,263
2022-01-28,7214,6972,4168,1442,68,97,71,165,19796,401
2022-01-29,6842,7453,4601,1461,92,93,63,153,20357,401
2022-01-30,6629,7766,4634,1464,2,8,7,4,20493,21
2022-01-31,1224,1242,804,198,37,37,37,54,3468,165
2022-02-01,2656,2678,1774,479,26,36,22,71,7587,155
2022-02-02,1903,1880,1145,365,14,16,19,38,5293,87
2022-02-03,1464,1476,883,240,11,17,5,16,4063,49
2022-02-04,1618,1779,1059,248,17,26,34,41,4704,118
2022-02-05,2889,3336,2072,509,0,7,3,10,8806,20
2022-02-06,764,905,594,146,12,11,15,23,2409,61
2022-02-07,2047,2096,1486,413,17,30,21,75,6042,143
2022-02-08,1406,1652,1237,394,23,22,12,47,4689,104
2022-02-09,813,1012,661,208,20,15,20,39,2694,94
2022-02-10,1749,1911,1495,357,23,30,26,47,5512,126
2022-02-11,2355,3077,2255,570,16,21,15,18,8257,70
2022-02-12,1560,2327,1711,429,1,5,3,10,6027,19
2022-02-13,850,1183,864,241,7,3,5,9,3138,24
2022-02-14,1250,1615,1380,413,14,24,26,59,4658,123
2022-02-15,1102,1447,1185,410,7,16,15,50,4144,88
2022-02-16,1343,1913,1520,473,22,14,21,54,5249,111
2022-02-17,1285,1842,1342,543,15,19,20,65,5012,119
2022-02-18,1212,1763,1370,455,22,18,17,40,4800,97
2022-02-19,1186,1815,1350,487,6,9,9,20,4838,44
2022-02-20,842,1154,1022,328,1,3,3,10,3346,17
2022-02-21,828,1214,1103,321,25,22,16,53,3466,116
2022-02-22,718,1151,1002,390,7,13,23,61,3261,104
2022-02-23,917,1448,1319,453,14,19,14,39,4137,86
2022-02-24,826,1353,1089,481,7,14,17,33,3749,71
2022-02-25,931,1595,1310,484,12,9,8,37,4320,66
2022-02-26,780,1287,1149,406,5,5,9,28,3622,47
2022-02-27,538,746,750,298,2,2,3,11,2332,18
2022-02-28,504,735,784,250,15,25,31,80,2273,151
2022-03-01,684,1130,1029,440,20,32,28,88,3283,168
2022-03-02,700,1144,1065,421,15,26,25,61,3330,127
2022-03-03,975,1474,1051,529,12,11,15,62,4029,100
2022-03-04,901,1603,1040,471,20,18,25,80,4015,143
2022-03-05,907,1483,1024,482,5,8,5,19,3896,37
2022-03-06,285,431,363,170,6,7,6,19,1249,38
2022-03-07,642,860,617,262,30,32,32,147,2381,241
2022-03-08,1094,1573,1142,596,24,25,25,66,4405,140
2022-03-09,405,598,474,224,23,17,31,64,1701,135
2022-03-10,1088,1495,1034,440,15,36,18,116,4057,185
2022-03-11,2234,3414,2522,1000,27,26,33,86,9170,172
2022-03-12,995,1652,1228,506,4,8,6,30,4381,48
2022-03-13,1481,1995,1422,567,4,8,3,29,5465,44
2022-03-14,575,724,545,246,36,25,44,142,2090,247
2022-03-15,1565,2190,1751,768,21,18,24,102,6274,165
2022-03-16,1307,1916,1471,738,19,20,30,95,5432,164
2022-03-17,1275,1831,1427,679,8,17,26,59,5212,110
2022-03-18,1234,2050,1609,723,4,7,6,25,5616,42
2022-03-19,1180,1811,1295,494,8,9,9,31,4780,57
2022-03-20,1260,1835,1423,545,6,6,11,33,5063,56
2022-03-21,943,1419,1191,464,28,48,63,195,4017,334
2022-03-22,1718,2816,2217,955,34,50,75,217,7706,376
2022-03-23,1406,2698,2000,911,35,45,45,148,7015,273
2022-03-24,1807,3461,2594,1035,25,36,38,183,8897,282
2022-03-25,1870,3598,2737,1120,22,28,36,124,9325,210
2022-03-26,1431,3113,2328,873,6,17,16,55,7745,94
2022-03-27,1395,2617,2102,816,6,13,12,36,6930,67
2022-03-28,1021,1987,1658,593,36,56,50,248,5259,390
2022-03-29,1067,2096,1831,941,32,30,50,165,5935,277
2022-03-30,934,1943,1641,839,23,44,34,125,5357,226
2022-03-31,972,1937,1524,803,22,26,61,157,5236,266
2022-04-01,1059,2135,1733,807,12,18,24,118,5734,172
2022-04-02,671,1348,1092,629,9,14,14,45,3740,82
2022-04-03,405,802,747,337,7,13,16,36,2291,72
2022-04-04,653,1144,932,426,29,33,36,160,3155,258
2022-04-05,501,929,754,544,17,26,39,143,2728,225
2022-04-06,741,1452,1196,671,23,38,36,127,4060,224
2022-04-07,559,1096,923,559,16,25,24,97,3137,162
2022-04-08,466,1059,807,497,14,17,21,92,2829,144
2022-04-09,469,938,789,546,7,4,16,36,2742,63
2022-04-10,247,483,445,262,0,2,2,12,1437,16
2022-04-11,324,607,499,282,10,19,16,94,1712,139
2022-04-12,307,596,496,338,14,25,35,124,1737,198
2022-04-13,305,764,584,431,16,16,20,63,2084,115
2022-04-14,337,676,576,340,10,19,26,71,1929,126
2022-04-15,239,659,520,353,14,17,18,95,1771,144
2022-04-16,277,586,436,365,4,9,10,40,1664,63
2022-04-17,126,296,274,155,10,16,4,33,851,63
2022-04-18,314,618,473,259,1,1,2,9,1664,13
2022-04-19,114,293,254,116,23,24,40,128,777,215
2022-04-20,207,477,404,306,11,15,32,66,1394,124
2022-04-21,194,526,445,245,9,16,31,72,1410,128
2022-04-22,155,420,347,241,9,11,14,29,1163,63
2022-04-23,225,598,483,231,2,5,8,11,1537,26
2022-04-24,105,262,242,95,1,1,5,14,704,21
2022-04-25,152,387,359,156,16,22,23,106,1054,167
2022-04-26,177,421,349,278,8,18,11,35,1225,72
2022-04-27,130,369,289,185,4,9,12,39,973,64
2022-04-28,167,400,383,191,3,21,18,43,1141,85
2022-04-29,130,349,312,173,6,8,18,37,964,69
2022-04-30,87,259,254,175,2,0,5,14,775,21
2022-05-01,26,47,60,56,2,3,4,6,189,15
2022-05-02,146,271,264,101,3,2,3,15,782,23
2022-05-03,64,175,172,77,7,17,19,70,488,113
2022-05-04,137,305,323,262,14,25,16,60,1027,115
2022-05-05,179,399,347,253,12,19,13,45,1178,89
2022-05-06,144,322,284,177,12,7,13,32,927,64
2022-05-07,126,300,283,153,2,6,4,17,862,29
2022-05-08,83,214,195,118,1,1,3,6,610,11
2022-05-09,69,197,154,75,9,10,10,36,495,65
2022-05-10,71,162,133,109,7,9,6,25,475,47
2022-05-11,132,314,285,149,6,11,8,29,880,54
2022-05-12,119,300,234,131,5,5,7,25,784,42
2022-05-13,74,197,176,94,9,10,7,52,541,78
2022-05-14,129,335,252,176,2,3,3,8,892,16
2022-05-15,36,51,58,42,0,2,3,3,187,8
2022-05-16,92,234,246,96,10,16,17,48,668,91
2022-05-17,45,118,108,139,7,7,10,42,410,66
2022-05-18,107,317,260,158,1,0,3,7,842,11
2022-05-19,125,339,260,108,2,5,9,24,832,40
2022-05-20,24,85,92,60,3,2,4,15,261,24
2022-05-21,96,235,210,101,1,0,1,3,642,5
2022-05-22,76,180,138,65,0,1,1,6,459,8
2022-05-23,90,212,229,88,8,17,8,63,619,96
2022-05-24,62,153,136,125,0,0,3,3,476,6
2022-05-25,108,274,254,89,9,13,8,36,725,66
2022-05-26,87,199,168,103,5,6,1,8,557,20
2022-05-27,73,197,157,73,6,16,14,41,500,77
2022-05-28,108,343,282,167,0,0,0,5,900,5
2022-05-29,41,118,138,52,0,0,0,3,349,3
2022-05-30,52,147,133,56,7,9,8,38,388,62
2022-05-31,110,300,289,152,17,13,13,38,851,81
2022-06-01,89,186,190,141,4,18,12,39,606,73
2022-06-02,104,348,249,143,8,10,10,41,844,69
2022-06-03,124,399,354,175,5,9,11,34,1052,59
2022-06-04,103,304,274,107,0,2,3,3,788,8
2022-06-05,23,45,49,18,0,0,1,5,135,6
2022-06-06,134,308,341,100,1,0,4,12,883,17
2022-06-07,64,177,171,62,15,18,7,48,474,88
2022-06-08,105,336,305,159,15,14,20,66,905,115
2022-06-09,79,247,273,160,6,18,17,64,759,105
2022-06-10,257,889,687,271,6,13,16,51,2104,86
2022-06-11,174,608,517,198,0,7,3,8,1497,18
2022-06-12,25,78,72,38,3,3,5,15,213,26
2022-06-13,120,358,315,94,7,10,14,42,887,73
2022-06-14,64,194,187,100,26,21,25,111,545,183
2022-06-15,357,1058,936,385,15,16,27,61,2736,119
2022-06-16,266,906,758,256,7,29,17,70,2186,123
2022-06-17,119,432,313,187,12,13,20,31,1051,76
2022-06-18,189,590,527,163,5,6,6,12,1469,29
2022-06-19,219,622,527,178,3,5,4,8,1546,20
2022-06-20,134,397,354,95,19,29,36,97,980,181
2022-06-21,216,574,509,245,8,28,11,55,1544,102
2022-06-22,151,478,422,171,28,25,34,103,1222,190
2022-06-23,350,1086,855,369,14,17,30,82,2660,143
2022-06-24,351,1025,824,330,23,21,33,84,2530,161
2022-06-25,261,696,499,216,5,6,5,18,1672,34
2022-06-26,299,752,600,179,3,0,2,7,1830,12
2022-06-27,223,533,439,114,16,16,23,108,1309,163
2022-06-28,225,564,515,268,22,25,29,91,1572,167
2022-06-29,301,723,694,274,20,26,36,102,1992,184
2022-06-30,399,1048,801,331,16,29,33,70,2579,148
2022-07-01,327,875,713,318,12,11,18,60,2233,101
2022-07-02,288,807,642,231,0,2,7,6,1968,15
2022-07-03,195,426,378,115,6,6,11,12,1114,35
2022-07-04,508,1161,1010,233,22,43,45,158,2912,268
2022-07-05,239,604,556,351,15,23,23,65,1750,126
2022-07-06,264,713,604,212,20,34,37,132,1793,223
2022-07-07,418,1083,943,378,13,33,35,111,2822,192
2022-07-08,235,675,566,305,8,26,23,105,1781,162
2022-07-09,601,1618,1172,433,9,5,12,33,3824,59
2022-07-10,320,702,638,230,2,0,3,7,1890,12
2022-07-11,48,99,116,51,27,26,37,132,314,222
2022-07-12,368,801,810,355,15,13,31,117,2334,176
2022-07-13,134,412,403,254,34,26,40,124,1203,224
2022-07-14,425,1102,961,424,19,18,37,106,2912,180
2022-07-15,266,688,587,318,10,8,22,69,1859,109
2022-07-16,256,829,674,280,0,11,9,26,2039,46
2022-07-17,145,389,305,158,3,0,4,7,997,14
2022-07-18,91,245,180,55,18,27,34,94,571,173
2022-07-19,158,383,342,225,13,9,26,86,1108,134
2022-07-20,168,434,434,240,6,8,21,87,1276,122
2022-07-21,128,391,345,190,6,10,14,39,1054,69
2022-07-22,119,378,302,130,8,15,12,39,929,74
2022-07-23,134,368,299,149,3,9,6,4,950,22
2022-07-24,41,137,83,31,2,2,3,11,292,18
2022-07-25,17,41,42,33,15,23,30,64,133,132
2022-07-26,139,332,326,176,10,8,22,38,973,78
2022-07-27,54,177,175,111,23,29,41,105,517,198
2022-07-28,126,330,366,239,6,8,13,32,1061,59
2022-07-29,89,228,182,99,7,11,10,40,598,68
2022-07-30,70,208,170,108,0,0,1,5,556,6
2022-07-31,11,41,30,22,0,0,3,2,104,5
2022-08-01,56,173,159,35,0,1,1,2,423,4
2022-08-02,20,83,76,25,6,12,20,59,204,97
2022-08-03,52,161,175,116,10,11,17,56,504,94
2022-08-04,46,213,209,122,13,7,7,39,590,66
2022-08-05,82,229,162,98,8,10,12,33,571,63
2022-08-06,63,154,118,124,2,3,8,15,459,28
2022-08-07,36,99,93,42,0,2,1,1,270,4
2022-08-08,32,115,86,22,10,15,20,47,255,92
2022-08-09,74,183,142,102,8,9,8,26,501,51
2022-08-10,79,176,190,89,15,27,31,96,534,169
2022-08-11,81,242,260,230,2,6,5,23,813,36
2022-08-12,56,123,114,64,10,4,1,10,357,25
2022-08-13,48,100,80,29,1,4,8,26,257,39
2022-08-14,24,87,86,67,0,0,1,1,264,2
2022-08-15,24,76,53,21,20,14,27,68,174,129
2022-08-16,69,148,173,141,6,9,15,39,531,69
2022-08-17,45,123,138,78,10,8,14,39,384,71
2022-08-18,38,75,71,77,9,7,13,25,261,54
2022-08-19,59,142,138,79,11,3,9,26,418,49
2022-08-20,38,92,58,48,1,1,2,12,236,16
2022-08-21,6,14,12,20,0,0,0,1,52,1
2022-08-22,2,3,2,3,6,15,11,50,10,82
2022-08-23,58,178,146,99,5,12,14,46,481,77
2022-08-24,39,111,103,82,3,7,7,27,335,44
2022-08-25,27,67,75,65,5,6,12,35,234,58
2022-08-26,46,102,99,75,5,8,10,29,322,52
2022-08-27,42,115,90,76,1,2,7,12,323,22
2022-08-28,6,47,40,21,0,0,0,4,114,4
2022-08-29,4,6,6,11,9,10,18,37,27,74
2022-08-30,78,185,173,121,5,4,4,15,557,28
2022-08-31,14,20,17,24,8,14,25,52,75,99
2022-09-01,53,150,181,114,2,5,7,22,498,36
2022-09-02,35,114,92,72,4,5,8,27,313,44
2022-09-03,38,126,95,77,3,3,7,17,336,30
2022-09-04,18,60,39,30,0,0,0,3,147,3
2022-09-05,1,9,6,9,17,8,17,41,25,83
2022-09-06,90,183,150,97,0,3,5,16,520,24
2022-09-07,20,85,83,52,3,10,10,40,240,63
2022-09-08,35,94,65,94,4,9,11,17,288,41
2022-09-09,30,81,72,40,7,4,8,26,223,45
2022-09-10,27,77,73,64,3,2,7,16,241,28
2022-09-11,8,47,33,28,0,0,1,3,116,4
2022-09-12,2,7,7,6,14,6,17,53,22,90
2022-09-13,85,145,126,99,2,6,3,16,455,27
2022-09-14,38,87,82,49,7,6,13,34,256,60
2022-09-15,39,90,83,62,2,8,5,25,274,40
2022-09-16,24,71,59,41,1,8,10,29,195,48
2022-09-17,27,99,112,75,0,0,1,5,313,6
2022-09-18,1,5,6,7,0,1,7,0,19,8
2022-09-19,1,27,16,3,6,12,15,46,47,79
2022-09-20,47,207,162,112,5,7,6,43,528,61
2022-09-21,26,104,97,83,6,0,10,37,310,53
2022-09-22,31,56,87,74,6,6,13,44,248,69
2022-09-23,41,135,152,81,12,5,10,36,409,63
2022-09-24,35,122,107,78,0,1,0,3,342,4
2022-09-25,0,7,5,11,0,0,2,3,23,5
2022-09-26,3,6,10,6,4,0,13,32,25,49
2022-09-27,19,93,105,72,5,5,10,52,289,72
2022-09-28,32,143,172,117,5,13,26,52,464,96
2022-09-29,29,151,155,124,5,5,11,42,459,63
2022-09-30,26,106,113,87,5,9,15,43,332,72
2022-10-01,31,92,88,93,0,1,3,12,304,16
2022-10-02,1,11,12,23,1,3,1,3,47,8
2022-10-03,19,89,100,57,9,17,31,104,265,161
2022-10-04,45,140,150,201,2,6,5,47,536,60
2022-10-05,37,127,126,131,10,6,15,42,421,73
2022-10-06,39,99,114,102,5,5,9,37,354,56
2022-10-07,27,99,123,99,6,7,11,63,348,87
2022-10-08,24,113,126,126,0,0,2,2,389,4
2022-10-09,1,4,7,7,2,1,0,7,19,10
2022-10-10,4,7,9,13,12,18,23,92,33,145
2022-10-11,47,208,229,219,7,10,15,63,703,95
2022-10-12,30,93,124,106,11,7,12,67,353,97
2022-10-13,34,102,119,148,2,6,10,30,403,48
2022-10-14,26,127,120,88,7,4,11,33,361,55
2022-10-15,23,67,83,73,1,5,3,7,246,16
2022-10-16,7,43,27,28,0,0,2,9,105,11
2022-10-17,1,5,6,16,6,13,18,72,28,109
2022-10-18,60,189,204,180,5,5,8,51,633,69
2022-10-19,22,98,87,108,5,4,23,66,315,98
2022-10-20,42,115,126,138,6,11,19,53,421,89
2022-10-21,26,100,107,97,2,1,11,39,330,53
2022-10-22,22,81,76,74,3,1,0,6,253,10
2022-10-23,7,8,3,10,0,2,2,16,28,20
2022-10-24,17,114,85,56,6,9,14,82,272,111
2022-10-25,19,93,126,126,7,5,14,88,364,114
2022-10-26,26,107,106,136,6,3,12,57,375,78
2022-10-27,32,82,104,97,12,8,7,48,315,75
2022-10-28,27,93,86,101,4,3,12,44,307,63
2022-10-29,26,91,98,101,3,0,1,4,316,8
2022-10-30,6,10,8,5,0,0,1,0,29,1
2022-10-31,2,4,2,1,0,2,1,9,9,12
2022-11-01,2,14,19,24,6,9,25,59,59,99
2022-11-02,56,166,189,146,10,8,9,68,557,95
2022-11-03,33,97,88,109,9,6,6,31,327,52
2022-11-04,27,89,59,59,3,4,9,33,234,49
2022-11-05,24,68,66,57,0,0,1,2,215,3
2022-11-06,2,2,9,5,0,3,1,6,18,10
2022-11-07,29,64,68,30,12,18,35,112,191,177
2022-11-08,41,153,153,180,7,8,18,49,527,82
2022-11-09,30,118,118,86,4,3,7,52,352,66
2022-11-10,25,69,85,83,5,6,9,33,262,53
2022-11-11,22,81,70,53,6,13,17,49,226,85
2022-11-12,23,103,64,93,0,0,0,2,283,2
2022-11-13,4,12,10,7,0,0,3,7,33,10
2022-11-14,2,8,10,9,10,14,22,66,29,112
2022-11-15,56,147,148,112,3,9,14,41,463,67
2022-11-16,28,98,104,68,7,6,16,48,298,77
2022-11-17,25,76,76,102,6,3,5,35,279,49
2022-11-18,23,48,47,61,9,6,7,47,179,69
2022-11-19,19,70,57,68,0,0,1,0,214,1
2022-11-20,2,6,8,2,0,1,1,7,18,9
2022-11-21,1,6,7,12,7,5,22,78,26,112
2022-11-22,53,126,120,127,2,5,15,58,426,80
2022-11-23,22,81,76,86,6,5,17,54,265,82
2022-11-24,46,122,124,93,3,5,6,33,385,47
2022-11-25,21,70,65,61,3,10,12,47,217,72
2022-11-26,23,89,73,80,0,0,1,3,265,4
2022-11-27,2,5,9,9,2,0,2,12,25,16
2022-11-28,16,68,68,35,7,17,10,78,187,112
2022-11-29,47,99,111,120,4,8,11,31,377,54
2022-11-30,27,117,96,64,6,8,15,60,304,89
2022-12-01,18,106,102,93,5,5,9,34,319,53
2022-12-02,28,109,87,54,6,10,22,72,278,110
2022-12-03,40,114,96,121,0,1,1,6,371,8
2022-12-04,1,2,1,11,0,1,1,12,15,14
2022-12-05,1,6,4,13,6,18,29,73,24,126
2022-12-06,37,206,191,122,10,11,15,78,556,114
2022-12-07,33,115,130,126,11,9,14,43,404,77
2022-12-08,34,91,99,70,3,9,19,62,294,93
2022-12-09,25,163,130,111,7,10,10,26,429,53
2022-12-10,13,69,52,45,0,3,0,4,179,7
2022-12-11,2,27,16,8,0,2,1,3,53,6
2022-12-12,34,182,167,44,9,20,25,100,427,154
2022-12-13,38,176,120,182,7,12,17,93,516,129
2022-12-14,35,149,124,148,11,16,15,77,456,119
2022-12-15,44,187,164,122,11,13,22,88,517,134
2022-12-16,48,203,163,135,15,8,21,76,549,120
2022-12-17,47,181,153,125,0,0,0,3,506,3
2022-12-18,13,68,50,16,0,1,1,9,147,11
2022-12-19,12,96,88,28,16,16,35,137,224,204
2022-12-20,50,155,145,202,5,7,17,112,552,141
2022-12-21,44,273,222,184,9,13,32,152,723,206
2022-12-22,58,233,228,243,6,12,22,90,762,130
2022-12-23,46,226,190,151,9,9,23,106,613,147
2022-12-24,53,245,220,209,0,2,5,7,727,14
2022-12-25,15,70,67,47,0,0,0,0,199,0
