"Date","Daily_Case_0_24","Daily_Case_25_44","Daily_Case_45_64","Daily_Case_65_plus","Daily_Hospi_0_24","Daily_Hospi_25_44","Daily_Hospi_45_64","Daily_Hospi_65_plus","Total_Daily_Cases","Total_Daily_Hospi"
2022-12-26,20,126,83,22,0,0,4,15,251,19
2022-12-27,7,29,40,33,0,2,9,32,109,43
2022-12-28,7,33,38,45,26,28,41,172,123,267
2022-12-29,110,308,250,300,10,16,18,98,968,142
2022-12-30,53,174,179,215,7,10,24,82,621,123
2022-12-31,53,246,208,202,1,1,4,6,709,12
2023-01-01,14,60,65,29,0,1,0,3,168,4
2023-01-02,13,42,36,12,4,2,7,24,103,37
2023-01-03,8,31,23,35,20,20,26,153,97,219
2023-01-04,111,335,320,303,16,16,30,98,1069,160
2023-01-05,54,167,174,189,26,21,33,138,584,218
2023-01-06,99,282,240,302,9,7,19,79,923,114
2023-01-07,52,207,175,140,1,1,6,13,574,21
2023-01-08,7,37,46,24,0,0,2,4,114,6
2023-01-09,22,66,60,19,12,17,30,101,167,160
2023-01-10,55,123,136,176,5,11,5,43,490,64
2023-01-11,30,98,104,112,10,8,23,79,344,120
2023-01-12,33,78,83,144,0,4,6,45,338,55
2023-01-13,18,61,52,80,8,12,10,52,211,82
2023-01-14,25,61,52,90,1,1,2,9,228,13
2023-01-15,6,13,21,10,1,0,1,6,50,8
2023-01-16,2,8,8,13,11,20,19,97,31,147
2023-01-17,36,79,102,145,8,5,12,35,362,60
2023-01-18,15,20,31,45,6,3,11,42,111,62
2023-01-19,19,54,60,89,3,1,12,37,222,53
2023-01-20,8,24,32,53,0,8,9,37,117,54
2023-01-21,8,27,43,67,0,2,0,1,145,3
2023-01-22,4,13,9,3,0,0,1,4,29,5
2023-01-23,1,5,4,5,8,7,26,66,15,107
2023-01-24,24,71,66,105,5,3,8,32,266,48
2023-01-25,14,17,33,49,9,5,14,42,113,70
2023-01-26,29,46,54,72,4,1,6,32,201,43
2023-01-27,14,29,33,48,5,4,8,26,124,43
2023-01-28,8,26,37,46,0,0,0,1,117,1
2023-01-29,0,2,4,3,0,0,0,0,9,0
2023-01-30,0,0,0,0,0,0,0,0,0,0
2023-01-31,0,0,0,0,10,9,12,65,0,96
2023-02-01,28,82,76,96,9,5,19,49,282,82
2023-02-02,18,49,64,77,7,7,8,29,208,51
2023-02-03,16,45,33,49,6,6,2,16,143,30
2023-02-04,10,34,22,30,0,1,1,3,96,5
2023-02-05,1,4,2,4,0,0,0,3,11,3
2023-02-06,1,3,3,3,0,1,0,3,10,4
2023-02-07,1,23,17,12,9,11,15,70,53,105
2023-02-08,23,65,46,99,7,10,10,32,233,59
2023-02-09,18,43,38,55,0,6,7,17,154,30
2023-02-10,10,29,37,39,4,8,8,38,115,58
2023-02-11,16,32,24,61,0,0,0,0,133,0
2023-02-12,1,2,5,0,1,0,1,0,8,2
2023-02-13,2,8,5,0,8,11,12,45,15,76
2023-02-14,27,81,71,72,3,3,8,16,251,30
2023-02-15,9,24,21,21,6,2,9,39,75,56
2023-02-16,11,53,41,66,5,5,6,26,171,42
2023-02-17,12,44,33,46,1,4,5,30,135,40
2023-02-18,8,28,25,52,6,0,1,4,113,11
2023-02-19,9,3,2,5,0,0,0,0,19,0
2023-02-20,0,0,0,0,9,6,7,33,0,55
2023-02-21,19,68,57,62,2,4,4,20,206,30
2023-02-22,7,39,26,44,6,4,3,28,116,41
2023-02-23,16,34,28,43,3,3,4,13,121,23
2023-02-24,7,25,36,26,4,2,9,21,94,36
2023-02-25,14,30,34,32,1,0,1,0,110,2
2023-02-26,1,1,1,0,0,1,0,4,3,5
2023-02-27,1,1,0,4,10,1,4,25,6,40
2023-02-28,25,63,47,40,6,1,5,26,175,38
2023-03-01,18,24,35,37,3,3,7,30,114,43
2023-03-02,9,27,31,44,4,4,6,25,111,39
2023-03-03,10,13,16,31,0,2,1,11,70,14
2023-03-04,3,26,19,19,0,0,0,2,67,2
2023-03-05,0,0,0,2,0,0,0,0,2,0
2023-03-06,0,0,0,0,3,4,20,80,0,107
2023-03-07,22,71,86,112,3,2,7,19,291,31
2023-03-08,6,14,14,37,3,4,9,38,71,54
2023-03-09,21,62,48,59,1,9,10,38,190,58
2023-03-10,8,24,25,69,2,1,8,24,126,35
2023-03-11,10,46,57,46,0,1,1,2,159,4
2023-03-12,0,3,2,3,0,0,0,0,8,0
2023-03-13,0,0,0,0,8,7,14,32,0,61
2023-03-14,28,71,74,64,3,9,11,55,237,78
2023-03-15,11,71,50,82,1,7,8,35,214,51
2023-03-16,3,21,18,36,2,6,9,38,78,55
2023-03-17,17,63,65,79,0,0,0,2,224,2
2023-03-18,0,0,0,2,0,0,0,1,2,1
2023-03-19,1,0,0,2,0,0,0,0,3,0
2023-03-20,0,0,0,0,18,14,23,97,0,152
2023-03-21,37,83,97,142,3,7,10,43,359,63
2023-03-22,15,56,43,59,10,6,8,75,173,99
2023-03-23,31,86,68,115,3,3,7,19,300,32
2023-03-24,12,48,51,34,3,9,17,60,145,89
2023-03-25,18,104,82,103,0,0,0,0,307,0
2023-03-26,0,0,0,0,0,0,0,3,0,3
2023-03-27,0,0,3,8,15,9,10,66,11,100
2023-03-28,37,107,96,110,8,7,10,66,350,91
2023-03-29,13,30,29,84,2,5,7,27,156,41
2023-03-30,23,79,74,67,3,9,20,76,243,108
2023-03-31,18,64,73,119,1,4,12,37,274,54
2023-04-01,6,22,31,53,0,0,0,0,112,0
2023-04-02,0,0,0,0,0,0,0,0,0,0
2023-04-03,0,0,0,0,9,12,17,63,0,101
2023-04-04,17,32,40,94,6,11,19,72,183,108
2023-04-05,14,36,35,114,1,2,11,47,199,61
2023-04-06,3,5,19,53,11,5,7,48,80,71
2023-04-07,23,18,15,71,2,2,3,26,127,33
2023-04-08,3,8,9,49,0,1,1,8,69,10
2023-04-09,0,3,1,13,0,0,0,0,17,0
2023-04-10,0,0,0,0,0,0,0,0,0,0
2023-04-11,0,0,0,0,2,4,10,23,0,39
2023-04-12,7,18,15,41,9,9,25,116,81,159
2023-04-13,16,38,42,166,6,1,13,46,262,66
2023-04-14,15,18,30,95,2,5,2,32,158,41
2023-04-15,6,15,10,46,0,0,1,2,77,3
2023-04-16,1,1,5,7,0,0,2,5,14,7
2023-04-17,0,1,2,6,4,11,16,77,9,108
2023-04-18,10,33,25,102,7,7,10,55,170,79
2023-04-19,15,21,19,81,3,3,4,29,136,39
2023-04-20,9,9,10,44,5,3,7,57,72,72
2023-04-21,9,20,20,83,3,2,7,28,132,40
2023-04-22,7,15,15,54,0,0,0,0,91,0
2023-04-23,0,0,0,0,0,0,0,0,0,0
2023-04-24,0,0,0,0,5,6,10,71,0,92
2023-04-25,8,22,24,109,1,8,10,30,163,49
2023-04-26,4,16,17,47,3,7,3,27,84,40
2023-04-27,5,11,8,40,6,7,5,33,64,51
2023-04-28,12,20,14,53,1,3,4,18,99,26
2023-04-29,7,10,10,21,2,1,4,7,48,14
2023-04-30,2,2,9,10,0,0,0,0,23,0
2023-05-01,0,0,0,0,0,1,1,2,0,4
2023-05-02,0,1,1,2,5,8,14,82,4,109
2023-05-03,11,24,31,118,6,2,7,38,184,53
2023-05-04,10,13,23,64,7,3,10,47,110,67
2023-05-05,9,16,17,65,1,4,1,23,107,29
2023-05-06,4,8,9,38,1,1,1,8,59,11
2023-05-07,1,2,1,12,1,0,1,2,16,4
2023-05-08,2,2,2,4,3,6,7,59,10,75
2023-05-09,7,19,21,72,1,4,5,23,119,33
2023-05-10,2,9,12,35,2,10,12,43,58,67
2023-05-11,7,17,25,69,6,5,7,40,118,58
2023-05-12,11,19,22,62,5,1,5,24,114,35
2023-05-13,8,7,9,30,0,0,0,0,54,0
2023-05-14,0,0,0,0,0,0,0,0,0,0
2023-05-15,0,0,0,0,3,7,16,46,0,72
2023-05-16,10,21,28,59,3,4,3,38,118,48
2023-05-17,9,19,13,59,7,3,7,28,100,45
2023-05-18,9,13,13,42,1,1,5,24,77,31
2023-05-19,5,9,19,41,7,1,1,23,74,32
2023-05-20,15,9,8,34,0,0,0,0,66,0
2023-05-21,0,0,0,0,2,0,0,2,0,4
2023-05-22,2,0,1,4,6,4,6,44,7,60
2023-05-23,10,11,13,61,4,5,18,55,95,82
2023-05-24,5,10,30,80,5,9,9,64,125,87
2023-05-25,12,29,22,97,2,2,0,33,160,37
2023-05-26,3,4,6,46,3,1,4,30,59,38
2023-05-27,9,9,10,46,0,0,0,0,74,0
2023-05-28,0,0,0,0,0,0,0,2,0,2
2023-05-29,0,1,0,2,5,7,8,42,3,62
2023-05-30,14,20,17,64,4,7,4,45,115,60
2023-05-31,5,15,21,64,3,1,4,22,105,30
2023-06-01,5,1,10,28,2,6,10,31,44,49
2023-06-02,2,10,18,61,0,0,8,16,91,24
2023-06-03,2,6,15,21,0,0,0,0,44,0
2023-06-04,0,0,0,0,0,0,0,0,0,0
2023-06-05,0,0,0,0,0,0,0,0,0,0
2023-06-06,0,0,0,0,6,8,5,44,0,63
2023-06-07,14,25,22,86,3,4,8,19,147,34
2023-06-08,11,9,15,32,3,5,8,16,67,32
2023-06-09,5,13,17,30,3,4,4,7,65,18
2023-06-10,6,8,7,21,0,0,0,0,42,0
2023-06-11,0,0,0,0,0,0,1,2,0,3
2023-06-12,1,0,2,3,4,6,11,28,6,49
2023-06-13,5,16,18,44,4,2,7,23,83,36
2023-06-14,6,4,8,37,4,2,1,13,55,20
2023-06-15,6,7,5,16,1,0,7,14,34,22
2023-06-16,2,10,16,35,0,0,4,14,63,18
2023-06-17,1,5,8,24,0,0,0,0,38,0
2023-06-18,0,0,0,0,0,0,0,0,0,0
2023-06-19,0,0,0,0,2,1,6,29,0,38
2023-06-20,7,5,18,58,3,3,6,27,88,39
2023-06-21,6,4,7,31,1,1,2,9,48,13
2023-06-22,2,1,4,12,2,3,1,8,19,14
2023-06-23,4,8,5,17,1,1,3,6,34,11
2023-06-24,1,3,5,12,0,0,0,0,21,0
2023-06-25,0,0,0,0,0,0,0,1,0,1
2023-06-26,0,0,2,1,5,3,2,15,3,25
2023-06-27,9,5,3,21,1,6,3,18,38,28
2023-06-28,4,6,3,28,1,1,2,5,41,9
2023-06-29,1,5,2,9,2,2,0,8,17,12
2023-06-30,2,2,1,13,3,0,3,10,18,16
2023-07-01,5,5,4,14,0,0,0,0,28,0
2023-07-02,0,0,0,0,0,0,0,0,0,0
2023-07-03,1,0,0,0,3,0,6,12,1,21
2023-07-04,5,4,14,20,1,2,4,15,43,22
2023-07-05,1,4,9,19,1,4,0,11,33,16
2023-07-06,2,5,1,21,2,4,5,12,29,23
2023-07-07,5,11,14,22,1,1,1,5,52,8
2023-07-08,4,4,3,15,0,0,0,0,26,0
2023-07-09,0,0,0,0,0,0,0,0,0,0
2023-07-10,0,0,0,0,4,3,4,32,0,43
2023-07-11,12,11,8,42,3,1,5,14,73,23
2023-07-12,3,3,9,17,3,1,4,14,32,22
2023-07-13,5,6,7,19,3,4,2,18,37,27
2023-07-14,3,11,5,35,3,0,3,6,54,12
2023-07-15,5,3,12,10,0,0,0,0,30,0
2023-07-16,0,0,0,0,0,0,0,0,0,0
2023-07-17,0,0,0,0,2,7,5,38,0,52
2023-07-18,9,15,9,46,11,3,5,28,79,47
2023-07-19,16,11,12,55,2,0,1,9,94,12
2023-07-20,4,4,3,12,3,1,3,15,23,22
2023-07-21,6,7,5,25,4,1,2,9,43,16
2023-07-22,7,7,7,16,0,0,0,0,37,0
2023-07-23,0,0,0,0,0,0,0,0,0,0
2023-07-24,0,0,0,0,7,5,10,33,0,55
2023-07-25,8,21,26,66,4,3,11,35,121,53
2023-07-26,8,10,19,44,3,2,6,15,81,26
2023-07-27,10,8,14,33,2,2,4,26,65,34
2023-07-28,11,15,19,36,4,5,6,25,81,40
2023-07-29,9,16,15,31,0,0,0,0,71,0
2023-07-30,0,0,0,1,0,0,0,0,1,0
2023-07-31,0,0,0,0,6,4,13,57,0,80
2023-08-01,15,14,29,86,4,7,9,33,144,53
2023-08-02,10,17,14,45,16,15,8,35,86,74
2023-08-03,21,25,26,77,4,9,18,77,149,108
2023-08-04,7,24,39,106,3,4,11,31,176,49
2023-08-05,3,10,13,42,0,3,3,5,68,11
2023-08-06,1,7,5,7,2,0,0,3,20,5
2023-08-07,3,0,1,3,3,2,4,20,7,29
2023-08-08,4,6,4,24,11,9,16,98,38,134
2023-08-09,20,34,53,188,7,4,14,44,295,69
2023-08-10,13,18,26,69,6,6,6,68,126,86
2023-08-11,10,25,17,90,3,4,15,59,142,81
2023-08-12,10,11,21,78,0,1,0,3,120,4
2023-08-13,0,2,0,3,0,0,1,3,5,4
2023-08-14,0,2,1,8,14,12,20,94,11,140
2023-08-15,25,43,59,177,3,1,7,26,304,37
2023-08-16,9,6,13,40,17,8,18,57,68,100
2023-08-17,30,33,41,85,12,5,9,33,189,59
2023-08-18,27,28,30,64,13,12,6,76,149,107
2023-08-19,24,34,34,138,1,1,1,6,230,9
2023-08-20,3,2,2,9,0,0,0,0,16,0
2023-08-21,0,0,0,0,11,9,17,92,0,129
2023-08-22,28,28,40,134,6,2,3,35,230,46
2023-08-23,13,9,13,47,11,6,25,70,82,112
2023-08-24,33,41,62,127,12,3,12,34,263,61
2023-08-25,21,11,18,53,6,5,12,42,103,65
2023-08-26,13,28,31,59,1,0,2,4,131,7
2023-08-27,1,1,4,4,0,0,0,0,10,0
2023-08-28,0,0,0,0,20,4,9,76,0,109
2023-08-29,39,29,24,117,9,4,12,48,209,73
2023-08-30,21,30,36,101,2,4,3,28,188,37
2023-08-31,8,15,8,50,14,10,16,39,81,79
2023-09-01,26,21,32,58,6,4,6,33,137,49
2023-09-02,11,15,15,56,0,0,0,0,97,0
2023-09-03,0,0,0,0,0,0,0,0,0,0
2023-09-04,0,0,0,0,31,9,23,88,0,151
2023-09-05,44,42,47,134,13,8,13,53,267,87
2023-09-06,23,35,32,111,4,5,17,54,201,80
2023-09-07,10,27,32,78,8,1,5,20,147,34
2023-09-08,13,24,13,35,10,8,7,32,85,57
2023-09-09,16,28,27,51,0,0,0,0,122,0
2023-09-10,0,0,0,0,1,0,2,0,0,3
2023-09-11,1,0,2,1,24,15,21,77,4,137
2023-09-12,34,42,39,122,4,6,14,33,237,57
2023-09-13,8,16,20,52,15,4,11,40,96,70
2023-09-14,28,30,35,70,1,5,4,22,163,32
2023-09-15,8,21,13,52,5,3,3,28,94,39
2023-09-16,8,17,20,47,0,0,0,0,92,0
2023-09-17,0,0,0,1,1,0,0,0,1,1
2023-09-18,1,0,0,0,12,5,14,53,1,84
2023-09-19,27,17,24,85,2,4,7,34,153,47
2023-09-20,9,9,22,61,9,3,8,32,101,52
2023-09-21,16,7,18,46,6,6,8,49,87,69
2023-09-22,9,26,36,76,12,11,6,41,147,70
2023-09-23,22,20,16,72,4,0,0,4,130,8
2023-09-24,4,0,0,6,0,1,0,4,10,5
2023-09-25,0,2,1,7,19,6,18,83,10,126
2023-09-26,31,24,38,111,6,1,8,32,204,47
2023-09-27,17,12,25,60,17,6,11,46,114,80
2023-09-28,31,34,33,74,3,4,7,41,172,55
2023-09-29,9,18,17,60,3,5,10,29,104,47
2023-09-30,9,23,22,50,0,0,0,0,104,0
2023-10-01,0,0,0,0,0,0,0,0,0,0
2023-10-02,0,0,0,0,12,8,12,73,0,105
2023-10-03,17,31,34,112,3,8,9,77,194,97
2023-10-04,9,20,27,99,7,3,5,37,155,52
2023-10-05,19,8,24,64,10,8,12,65,115,95
2023-10-06,17,28,30,97,5,1,7,23,172,36
2023-10-07,9,9,14,42,0,0,0,0,74,0
2023-10-08,0,0,0,0,0,0,0,0,0,0
2023-10-09,1,0,0,0,8,4,18,74,1,104
2023-10-10,16,28,38,139,1,3,6,23,221,33
2023-10-11,6,18,10,46,1,1,7,44,80,53
2023-10-12,4,7,15,65,2,4,6,38,91,50
2023-10-13,6,19,18,58,9,1,5,24,101,39
2023-10-14,14,19,23,82,0,0,0,0,138,0
2023-10-15,1,3,0,2,0,0,0,0,6,0
2023-10-16,0,0,0,0,5,7,10,50,0,72
2023-10-17,11,22,26,78,6,0,7,47,137,60
2023-10-18,8,10,22,90,8,5,8,50,130,71
2023-10-19,16,13,16,74,1,1,6,27,119,35
2023-10-20,8,15,18,43,0,1,4,20,84,25
2023-10-21,4,12,14,36,0,0,0,0,66,0
2023-10-22,0,0,0,0,0,0,0,3,0,3
2023-10-23,2,0,1,5,2,7,9,36,8,54
2023-10-24,7,21,19,73,3,4,10,33,120,50
2023-10-25,7,13,19,73,2,1,8,31,112,42
2023-10-26,5,8,14,40,7,4,9,43,67,63
2023-10-27,15,21,22,81,0,2,6,32,139,40
2023-10-28,2,9,9,55,0,0,0,0,75,0
2023-10-29,0,0,0,0,0,0,0,0,0,0
2023-10-30,0,0,0,0,0,0,0,0,0,0
2023-10-31,0,0,0,0,9,4,22,59,0,94
2023-11-01,24,18,42,90,3,0,6,16,174,25
2023-11-02,9,6,10,37,9,2,1,21,62,33
2023-11-03,19,10,10,42,5,3,11,28,81,47
2023-11-04,13,16,23,44,0,0,0,0,96,0
2023-11-05,0,0,0,0,0,0,0,0,0,0
2023-11-06,0,0,0,0,12,5,17,57,0,91
2023-11-07,24,17,36,85,4,4,4,45,162,57
2023-11-08,6,12,19,64,2,2,3,19,101,26
2023-11-09,3,13,10,39,3,2,3,35,65,43
2023-11-10,7,12,18,71,3,6,12,40,108,61
2023-11-11,7,15,20,56,0,0,0,0,98,0
2023-11-12,0,0,0,0,0,0,0,0,0,0
2023-11-13,0,0,0,0,3,5,13,42,0,63
2023-11-14,8,12,24,69,0,0,0,0,113,0
